english,translate,layer
032 Dusk XIIV,032 Сумрак XIIV,pn_names
403 Frost 0IIX,403 Мороз 0IIX,pn_names
543 Bloom X011,543 Цветение X011,pn_names
1. Desperate Medicine,1. Отчаянная медицина,pn_names
1. Explosive Intellect,1. Взрывной интеллект,pn_names
1. Molten Furnace,1. Расплавленная печь,pn_names
1. Political Homicide,1. Политическое убийство,pn_names
1. The Apothecary,1. Аптекарь,pn_names
1. The Informant,1. Осведомитель,pn_names
2. Beta Test,2. Бета-тест,pn_names
2. Darkrime Delves,2. Копи Тёмного Инея,pn_names
2. First Attack,2. Первая атака,pn_names
2. Forging Steel,2. Ковка стали,pn_names
2. Industrial Espionage,2. Промышленный шпионаж,pn_names
2. Split Second,2. Доля секунды,pn_names
2. The Ringmaster,2. Распорядитель арены,pn_names
3. Mortus Virge,3. Мортус Вирж,pn_names
3. Triskell Quay,3. Причал Трискелл,pn_names
4. Killer Instinct,4. Инстинкт убийцы,pn_names
4. Minister's Defense,4. Защита министра,pn_names
4. Stealing Secrets,4. Кража секретов,pn_names
4. Tower of Nightmares,4. Башня Кошмаров,pn_names
5. Dragonstorm,5. Драконья буря,pn_names
5. Evacuation,5. Эвакуация,pn_names
5. Frozen Tide,5. Замёрзший прилив,pn_names
5. Rat-Tastrophe,5. Крысострофа,pn_names
6. Defense Contract,6. Оборонный контракт,pn_names
6. Magic Sucks,6. Магия — отстой,pn_names
8. Arcana Obscura,8. Аркана Обскура,pn_names
Admiral Taidha Covington,Адмирал Тайда Ковингтон,pn_names
Agent Arwyna,Агент Арвина,pn_names
Agent Carver,Агент Карвер,pn_names
Agent Raia,Агент Райя,pn_names
Agent Rexx,Агент Рекс,pn_names
Agent Scrybe,Агент Скрайб,pn_names
Agent Xinn,Агент Ксинн,pn_names
Alchemist Briella,Алхимик Бриэлла,pn_names
Allied Saboteur,Союзный диверсант,pn_names
Almorra? Jhavi?,Альморра? Джави?,pn_names
Amber Great Jungle Wurm,Янтарный великий червь джунглей,pn_names
Ancient Devourer,Древний пожиратель,pn_names
Ancient Shark,Древняя акула,pn_names
"Ander ""Wildman"" Westward",Андер «Дикарь» Вествард,pn_names
Archon Iberu,Архонт Иберу,pn_names
Armsman Pitney,Оружейник Питни,pn_names
Asgeir? Asgeir Dragonrender?,Асгейр? Асгейр Драконотерзатель?,pn_names
Ash Horizon,Пепельный горизонт,pn_names
Ash Legion?,Пепельный легион?,pn_names
Assistant Marpi,Ассистент Марпи,pn_names
Augury Rock.,Скала Предзнаменований.,pn_names
Aural Sequencer 1,Звуковой секвенсор 1,pn_names
Aural Sequencer 2,Звуковой секвенсор 2,pn_names
Avatar of Gluttony,Аватар Чревоугодия,pn_names
Awakened Inspector,Пробуждённый инспектор,pn_names
Awakened Siege Gate,Пробуждённые осадные врата,pn_names
Awakened Wanderer,Пробуждённый странник,pn_names
Axemaster Gwyllion,Мастер топоров Гвиллион,pn_names
Azalus Poisontongue,Азалус Ядоязык,pn_names
BAT 9929,BAT 9929,pn_names
BUY-2046 PFR,BUY-2046 PFR,pn_names
Ballistician Dexa,Баллистик Декса,pn_names
Bangar Ruinbringer.,Бангар Руинонос.,pn_names
Barbed Vale,Шипастая Долина,pn_names
Baron Wurmsworth,Барон Вурмсворт,pn_names
Baroness Jasmina,Баронесса Жасмина,pn_names
Smite Condition,Кара состояний,pn_names
Sneak Attack,Скрытная атака,pn_names
Solar Flare,Солнечная вспышка,pn_names
Solar Fury,Солнечная ярость,pn_names
Vampiric Infection,Вампирическая инфекция,pn_names
Vengeful Hammers,Мстительные молоты,pn_names
Zealot's Flame,Пламя фанатика,pn_names
Charged Mists,Заряженные Туманы,pn_names
Sniper's Cover,Укрытие снайпера,pn_names
Zealot's Defense,Защита фанатика,pn_names
Zealot's Embrace,Объятия фанатика,pn_names
Zealot's Fire,Огонь фанатика,pn_names
Zealot's Flurry,Шквал фанатика,pn_names
Zealous Benediction,Фанатичное благословение,pn_names
Smoke Assault,Дымовой натиск,pn_names
Smoke Bomb Radius,Радиус дымовой бомбы,pn_names
Smoke Cloud,Дымовое облако,pn_names
Smoke Screen,Дымовая завеса,pn_names
Smoke Screen Duration,Длительность дымовой завесы,pn_names
Smoke Trail,Дымовой след,pn_names
Smoke Vent,Выброс дыма,pn_names
Sneak Gyro,Скрытный гироскоп,pn_names
Solar Beam,Солнечный луч,pn_names
Solar Blast,Солнечный взрыв,pn_names
Solar Bolt,Солнечная стрела,pn_names
Solar Cyclone,Солнечный циклон,pn_names
Solar Discharge,Солнечный разряд,pn_names
Solar Stomp,Солнечный топот,pn_names
Solar Storm,Солнечная буря,pn_names
Vapor Blade,Паровой клинок,pn_names
Vapor Form,Форма пара,pn_names
Vapor Jet,Струя пара,pn_names
Vapor Rush,Паровой рывок,pn_names
Vaporous Strike,Паровой удар,pn_names
Vengeance Duration,Длительность Возмездия,pn_names
Vengeful Aura,Мстительная аура,pn_names
Vengeful Blast,Мстительный взрыв,pn_names
Vengeful Strike,Мстительный удар,pn_names
Vampiric Mark,Вампирическая метка,pn_names
Vampiric Slash,Вампирический разрез,pn_names
Abyss Rift,Разлом Бездны,pn_names
Abyssal Blitz,Натиск Бездны,pn_names
Abyssal Blot,Пятно Бездны,pn_names
Abyssal Fire,Огонь Бездны,pn_names
Abyssal Force,Сила Бездны,pn_names
Abyssal Raze,Опустошение Бездны,pn_names
Abyssal Strike,Удар Бездны,pn_names
Aberrant Will,Искажённая воля,pn_names
Absolute Zero,Абсолютный ноль,pn_names
Acerbic Cut,Едкий разрез,pn_names
Acid Bomb,Кислотная бомба,pn_names
Acid Spray,Кислотные брызги,pn_names
Smoldering Arrow,Тлеющая стрела,pn_names
Snap Pull,Резкое притягивание,pn_names
Sodden Swath,Промокшая полоса,pn_names
Soldier's Aura,Аура солдата,pn_names
Solid State,Твёрдое состояние,pn_names
Valiant Leap,Доблестный прыжок,pn_names
Valorous Stance,Отважная стойка,pn_names
Celestial Shadow,Небесная тень,pn_names
Chaotic Interruption,Хаотическое прерывание,pn_names
Chaotic Persistence,Хаотическое упорство,pn_names
Chaotic Potency,Хаотическая сила,pn_names
Chaotic Transference,Хаотический перенос,pn_names
Cry of Pain,Крик боли,pn_names
Crystal Configuration: Eclipse,Кристальная конфигурация: Затмение,pn_names
Crystal Configuration: Storm,Кристальная конфигурация: Буря,pn_names
Crystal Configuration: Zephyr,Кристальная конфигурация: Зефир,pn_names
Crystal Harbinger,Кристальный предвестник,pn_names
Cultivated Synergy,Взращённая синергия,pn_names
Cyclone Bow Pierces,Лук-циклон пробивает,pn_names
/query custodial golem status,/запрос: статус голема-уборщика,pn_names
/query fire golem status,/запрос: статус огненного голема,pn_names
/return to main menu,/возврат в главное меню,pn_names
Ad Infinitum,Ad Infinitum,pn_names
Aeronautics! Aeronautics!,Аэронавтика! Аэронавтика!,pn_names
Ardent Gale,Пылкий шквал,pn_names
Azure Windfall,Лазурная удача,pn_names
Bava Nisos Insight: Central Gullet,Прозрение Бава-Нисос: Центральная глотка,pn_world_map
Bava Nisos Insight: Mantle's Arrival,Прозрение Бава-Нисос: Прибытие Мантии,pn_world_map
Bava Nisos Insight: Northern Bronchial Well,Прозрение Бава-Нисос: Северный бронхиальный колодец,pn_world_map
Bava Nisos Insight: Southern Bronchial Well,Прозрение Бава-Нисос: Южный бронхиальный колодец,pn_world_map
Beastmarshal Oluwa Eranko,Зверомаршал Олува Эранко,pn_names
Behemoth's Gap,Разрыв Бегемота,pn_world_map
Belcher's Bluff,Рыгачий блеф,pn_names
Bhuer Goreblade.,Бхуэр Кровоклинок.,pn_names
Bhuer Goreblade?,Бхуэр Кровоклинок?,pn_names
Big Mayana,Большая Маяна,pn_names
Bjord Frossenson,Бьорд Фроссенсон,pn_names
Black Citadel.,Чёрная цитадель.,pn_names
Blademaster Cadogg,Мастер клинка Кадогг,pn_names
Blight Tender Dicot,Смотритель порчи Дикот,pn_names
Blight Tender Monocot,Смотритель порчи Монокот,pn_names
Blight Tender Tricot,Смотритель порчи Трикот,pn_names
Blighted Diarmid,Осквернённый Диармид,pn_names
Blish? Blish!,Блиш? Блиш!,pn_names
Blish? Gorrik?,Блиш? Горрик?,pn_names
Bloodstone-Crazed Arctodus,Обезумевший от кровавого камня арктодус,pn_names
Bloodstone-Crazed Moa,Обезумевший от кровавого камня моа,pn_names
Boatswain Tennet,Боцман Теннет,pn_names
Bolt III: Zap,Молния III: Зап,pn_names
Bookworm Bwikki,Книжный червь Бвикки,pn_names
Boom-Boom Baines,Бум-Бум Бейнс,pn_names
Braham - Eirsson,Брейхам - Эйрссон,pn_names
Branded Awakened,Клеймённые пробуждённые,pn_names
Branded Awakened General Argon,Клеймённый пробуждённый генерал Аргон,pn_names
Branded Charr Leader,Клеймённый вождь чарров,pn_names
Branded Forgotten Zealot,Клеймённый фанатик Забытых,pn_names
Branded Hydra,Клеймённая гидра,pn_names
Branded Riftstalker,Клеймённый охотник разломов,pn_names
Branded Riftstalker Matriarch,Матриарх клеймённых охотников разломов,pn_names
Branded Storm Elemental,Клеймённый элементаль бури,pn_names
Branded Villagers,Клеймённые селяне,pn_names
Brokentooth Maw,Ломанозубая пасть,pn_names
Brutish Ettin Chieftain,Звероподобный вождь эттинов,pn_names
CAN shard 8013,CAN shard 8013,pn_names
CHOP K1T-D,CHOP K1T-D,pn_names
Caps Lock,Caps Lock,pn_names
Caithe? Aurene?,Кейт? Аурин?,pn_names
Captain Calhaan,Капитан Калхаан,pn_names
Captain Cork,Капитан Корк,pn_names
Captain Edwards,Капитан Эдвардс,pn_names
Captain Fa.,Капитан Фа.,pn_names
Captain Ganes,Капитан Ганес,pn_names
Captain Guida,Капитан Гуида,pn_names
Captain Igenna Jawspire,Капитан Игенна Клыкошпиль,pn_names
Captain Jetsam,Капитан Джетсам,pn_names
Captain Mattox,Капитан Маттокс,pn_names
Captain Ravenwood,Капитан Рейвенвуд,pn_names
Captain Rotbeard,Капитан Гнилобород,pn_names
Captain Sutekh,Капитан Сутех,pn_names
Captain Wiley,Капитан Уайли,pn_names
Caravan Guide Willhelm,Караванный проводник Вильхельм,pn_names
Carnie Jeb,Балаганщик Джеб,pn_names
Carrier Cacophony,Разносчик какофонии,pn_names
Castle Lord,Лорд замка,pn_names
Castora Fisher,Кастора Фишер,pn_names
"Ceara! Ceara, Ceara, Ceara!","Сеара! Сеара, Сеара, Сеара!",pn_names
Centurion Micka Thickblood,Центурион Микка Густокровь,pn_names
Chak Blitzer,Чак-блицер,pn_names
Chak Ley-Comb,Лей-сота чаков,pn_names
Chanter Thanet,Певчий Танет,pn_names
Chief Aviator Skybreaker,Старший авиатор Небокрушитель,pn_names
Chief Councilor Imann,Главный советник Иманн,pn_names
Chief Eztlitl,Вождь Эцтлитль,pn_names
Chief Otyugh,Вождь Отюг,pn_names
Chieftain Kremlock,Вождь Кремлок,pn_names
Clanmarshal Geddi,Клан-маршал Гедди,pn_names
Claw of Jormag,Коготь Йормага,pn_names
Commander Gresham,Командир Грешем,pn_names
Commissar Szeged,Комиссар Сегед,pn_names
Confessor Opeyemi,Исповедник Опейеми,pn_names
Corporal Vikar,Капрал Викар,pn_names
Councillor Ludo?,Советник Лудо?,pn_names
Covington's Quartermaster,Квартирмейстер Ковингтон,pn_names
Creation 23,Творение 23,pn_names
Crewmaster Dreggs,Старшина Дреггс,pn_names
Crewmaster Plagueshot,Старшина Чумострел,pn_names
Crossroad Haven,Убежище Перекрёстков,pn_world_map
Crossroads Haven,Убежище Перекрёстков,pn_world_map
Crown Pavilion,Королевский павильон,pn_world_map
Crusader Angaria,Крестоносец Ангария,pn_names
Crusader Bodil,Крестоносец Бодиль,pn_names
Crusader Cale,Крестоносец Кейл,pn_names
Crusader Michiele,Крестоносец Мишель,pn_names
Crystal Bloom?,Хрустальный расцвет?,pn_names
DO NOT TRANSLATE,DO NOT TRANSLATE,pn_names
DOC K1T-C,DOC K1T-C,pn_names
DOC K1T-D,DOC K1T-D,pn_names
Dasha [lbracket]DE[rbracket],Dasha [lbracket]DE[rbracket],pn_names
Death-Branded Hessper Sasso,Клеймённый смертью Хесспер Сассо,pn_names
Death-Branded Shatterer,Клеймённый смертью Сокрушитель,pn_names
Death-Branded Wrathbringer,Клеймённый смертью Гневоносец,pn_names
Demolitionist Afia,Подрывник Афия,pn_names
Demolitionist Sola,Подрывник Сола,pn_names
Depthless Sea,Бездонное море,pn_world_map
Detective Joi Bak,Детектив Джой Бак,pn_names
Diplomat Tarban,Дипломат Тарбан,pn_names
DirectX 8,DirectX 8,pn_names
DirectX 9,DirectX 9,pn_names
Disillusioned Separatist,Разочарованный сепаратист,pn_names
Divinity's Reach!,Божественный предел!,pn_names
Divinity's Reach.,Божественный предел.,pn_names
Divitium Nava,Дивитиум Нава,pn_names
Doctor Elly,Доктор Элли,pn_names
Dominion Iron Tribune,Железный трибун Доминиона,pn_names
Dominus Crystallum,Доминус Кристаллум,pn_names
Dredge Resonator General,Генерал дредж-резонаторов,pn_names
Dredge Weapons Guard,Оружейный страж дреджей,pn_names
Duke Uwe Lutgardis,Герцог Уве Лутгардис,pn_names
Dunes of Despair.,Дюны Отчаяния.,pn_world_map
Durmand Priory?,Приорат Дурманда?,pn_names
Dzagonur [lbracket]DE[rbracket],Dzagonur [lbracket]DE[rbracket],pn_names
Dzhudin Stormbreak,Джудин Бурелом,pn_names
Earth Elemental,Элементаль земли,pn_names
East Cliffside Rod,Восточный жезл утёса,pn_names
East Hill Base Rod,Жезл восточного подножия холма,pn_names
East Hilltop Rod,Жезл восточной вершины холма,pn_names
Eastern Battery,Восточная батарея,pn_world_map
Eir Stegalkin,Эйр Стегалкин,pn_names
Elder Icebrood Troll,Старший ледяной тролль,pn_names
Elder Rhona,Старейшина Рона,pn_names
Elder Yowen,Старейшина Йовен,pn_names
Elegy Mosaic,Мозаика элегии,pn_names
Elizia Skysight,Элизия Небовзор,pn_names
Elona Reach.,Предел Элоны.,pn_world_map
Emissary Vorpp,Эмиссар Ворпп,pn_names
End of Dragons,Конец Драконов,pn_names
Engineer Marinus,Инженер Маринус,pn_names
Engineer Radley,Инженер Рэдли,pn_names
Engineer Sitta,Инженер Ситта,pn_names
Enraged Dolyak,Разъярённый дольяк,pn_names
Enraged Shark,Разъярённая акула,pn_names
Erasmus Fangstorm,Эразмус Клыкошторм,pn_names
Evon Gnashblade?,Эвон Гнашблейд?,pn_names
Ex Machina,Ex Machina,pn_names
Ex machina,Ex machina,pn_names
Exalted Key,Ключ возвышенных,pn_names
Exalted Mirror #x,Зеркало возвышенных #x,pn_names
Explorer Flynn,Исследователь Флинн,pn_names
Explorer Laci,Исследователь Лаци,pn_names
Explorer Loana,Исследователь Лоана,pn_names
Explorer Mora,Исследователь Мора,pn_names
Explorer Plinx,Исследователь Плинкс,pn_names
Explorer Rokk,Исследователь Рокк,pn_names
Explorer Thiago,Исследователь Тьяго,pn_names
Eye of Nourys,Око Нуриса,pn_names
Fahd al'Eshadhi,Фахд аль'Эшади,pn_names
Falias Thorp,Фалиас Торп,pn_names
Farrah Cappo,Фарра Каппо,pn_names
Fashion Wars,Войны моды,pn_names
Fate's Razor!,Бритва Судьбы!,pn_names
Festival Token,Фестивальный жетон,pn_names
Field Foreman Erran,Полевой бригадир Эрран,pn_names
Fine Rift Essence,Хорошая эссенция разлома,pn_names
First Spear Kitur,Первое Копьё Китур,pn_names
Firstborn Dagonet,Перворождённый Дагонет,pn_names
Fisherman Daegu,Рыбак Дэгу,pn_names
Flame Legion Shaman,Шаман Легиона Пламени,pn_names
Flame Legion Supply Cart,Телега припасов Легиона Пламени,pn_names
Flora Vitae,Флора Витэ,pn_names
Foreman Agvior,Бригадир Агвиор,pn_names
Forged Officer,Кованый офицер,pn_names
Forged Portal,Кованый портал,pn_names
Forged Tenacity,Кованое упорство,pn_names
Forgemaster Elrik,Мастер кузни Элрик,pn_names
Forlorn Hope,Потерянная надежда,pn_names
Fort Marriner?,Форт Маринер?,pn_names
Fort Progress,Форт Прогресс,pn_world_map
Fractal Relic,Фрактальная реликвия,pn_names
"Frode, Uenno.","Фроде, Уэнно.",pn_names
Frost Legion!,Легион Мороза!,pn_names
Fume Brighteye.,Фьюм Яркоглаз.,pn_names
GL-XC S7L,GL-XC S7L,pn_names
GL-XC S7L-B,GL-XC S7L-B,pn_names
GL-XC S7M,GL-XC S7M,pn_names
Gaeting Crystal,Гейтинг-кристалл,pn_names
Gaheron Baelfire.,Гахерон Баэльфаер.,pn_names
Gale Hookbeak,Гейл Крючкоклюв,pn_names
Gargantuan Grub,Исполинская личинка,pn_names
Ghost Eaters,Пожиратели призраков,pn_names
Ghostly Runner Zengrade,Призрачный гонец Зенград,pn_names
Giant Shark,Гигантская акула,pn_names
Ginna Stoneskaald,Гинна Камнескальд,pn_names
Gold Guzzler,Златоглот,pn_names
Golem Dispenser,Раздатчик големов,pn_names
Golemancer Gitt,Големансер Гитт,pn_names
Gork Thundermaker,Горк Громодел,pn_names
Grand Vizier Utumishi.,Великий визирь Утумиши.,pn_names
Granite Citadel,Гранитная цитадель,pn_world_map
Grawnk Munch,Гронк Хрум,pn_names
Great Skelk Regurgitant,Великий скелк-срыгиватель,pn_names
Green Prophet Crystal,Зелёный пророческий кристалл,pn_names
Green Prophet Shard,Зелёный пророческий осколок,pn_names
Greyhoof Camp,Лагерь Серокопытых,pn_world_map
Grimara Gutwringer,Гримара Кишкодав,pn_names
Guild Commendation,Похвала гильдии,pn_names
Guild Wars 2,Guild Wars 2,pn_names
Guild Wars 2 End of Dragons,Guild Wars 2 Конец Драконов,pn_names
Guild Wars 2: Visions of Eternity,Guild Wars 2: Видения Вечности,pn_names
Gulthor Cruelhoof,Гултор Жестококопыт,pn_names
Half-Baked Komali,Недопечённый Комали,pn_names
Halla Corpseflayer,Халла Труподёр,pn_names
Hammermaster Morthwyl,Мастер молота Мортвил,pn_names
Head Slaver Nymfassa,Главная работорговка Нимфасса,pn_names
Healer Wren,Целитель Рен,pn_names
Heart of Thorns,Сердце Терний,pn_names
Hekja Ravensbeak,Хекья Вороноклюв,pn_names
Herald of Balthazar,Вестник Бальтазара,pn_names
Herald of Flame,Вестник Пламени,pn_names
Hermit Crab,Рак-отшельник,pn_names
Hiei Quickedge,Хиэй Быстроклин,pn_names
High Judge Ejele,Верховный судья Эджеле,pn_names
High Judge Kulul,Верховный судья Кулул,pn_names
High Judge Sidan,Верховный судья Сидан,pn_names
Historian Fia,Историк Фия,pn_names
Hogarth Vaggesson,Хогарт Ваггессон,pn_names
Hollowed Gourdbinder,Вязальщик пустых тыкв,pn_names
Hong Kong,Гонконг,pn_names
Hruugar Ironhaunch,Хруугар Железноокорок,pn_names
Hunter Armas,Охотник Армас,pn_names
Huntress Jentrug,Охотница Джентруг,pn_names
Hydrone! HY-5000! Hydrone!,Гидрон! HY-5000! Гидрон!,pn_names
Hylek Chief,Вождь хилеков,pn_names
IQ1800 LX,IQ1800 LX,pn_names
Ibadah Bayt,Ибада Байт,pn_names
Ice Raking,Ледяное царапанье,pn_names
Icebrood Atrocity,Ледяная гнусность,pn_names
Icebrood Saga,Сага о ледяном отродье,pn_names
Icewurm Trench,Впадина ледяных червей,pn_world_map
Igne Mossheart,Игне Мохосерд,pn_names
Ignus Fatuus,Игнус Фатуус,pn_names
Imperator Crecia Stoneglow,Император Кресия Камнесвет,pn_names
Imperator Malice Swordshadow,Император Малис Мечетень,pn_names
Imperial Favor,Императорская милость,pn_names
Incinergen! Incinergen!,Инсинерген! Инсинерген!,pn_names
Infinity Ball,Шар бесконечности,pn_names
Inquest Gate Control I,Управление вратами Инквеста I,pn_names
Inquest Gate Control II,Управление вратами Инквеста II,pn_names
Inquest Gate Control III,Управление вратами Инквеста III,pn_names
Inquest Gate Control IV,Управление вратами Инквеста IV,pn_names
Inquest Synergetics Expert,Эксперт синергетики Инквеста,pn_names
Inspector Ellen Kiel,Инспектор Эллен Кил,pn_names
Iron Barracuda,Железная барракуда,pn_names
Ironfrost Champion,Чемпион Айронфроста,pn_names
Istan [lbracket]D[rbracket],Istan [lbracket]D[rbracket],pn_names
Ivan / Rytlock,Иван / Ритлок,pn_names
Ivor Trueshot,Ивор Меткострел,pn_names
Izem [lbracket]Racer[rbracket],Изем [lbracket]Гонщик[rbracket],pn_names
Jackdaw Cannon Firebelcher,Пушка галок «Огнеплюй»,pn_names
Jackdaw Cannon Penance,Пушка галок «Покаяние»,pn_names
Jade Brother Myung,Нефритовый брат Мён,pn_names
Jade Miner's Keycard,Ключ-карта нефритодобытчика,pn_names
Jade Sliver,Нефритовая щепка,pn_names
Jadepillar Point,Мыс Нефритового Столба,pn_world_map
Jaga Moraine,Морена Джага,pn_world_map
Jagged Sierra,Зубчатая Сьерра,pn_world_map
Janthir Wilds,Дикие земли Джантира,pn_names
Jens Hauch,Йенс Хаух,pn_names
Junction Camp,Лагерь на развилке,pn_world_map
Jungle Troll Chieftain.,Вождь джунглевых троллей.,pn_names
Justiciar Agatha,Юстициарий Агата,pn_names
Justiciar Hablion,Юстициарий Хаблион,pn_names
KARKA ROLL!,КАРКА-КАТОК!,pn_names
Kaineng Unmade,Разрушенный Кайнэнг,pn_world_map
Kalidris Sparrowhawk,Калидрис Перепелятник,pn_names
Kamohoali'i Kotaki III: Carcharias,Камохоали'и Котаки III: Кархариас,pn_names
Kappa Burglar,Каппа-взломщик,pn_names
Kareh Ossa.,Карех Осса.,pn_names
Karris Quickcalm,Каррис Быстроспокой,pn_names
Kas! Jory!,Кас! Джори!,pn_names
Keelan Bladestorm,Килан Буреклинок,pn_names
Keeper Jonez Deadrun,Хранитель Джонез Мертвобег,pn_names
Kendrick Redstaff,Кендрик Красный Посох,pn_names
Kestrel Master Spy,Мастер-шпион Пустельг,pn_names
Kestrel Tomiko,Пустельга Томико,pn_names
"Khnum, Master of Keys","Хнум, Мастер Ключей",pn_names
Kinya Nian,Кинья Ниан,pn_names
Kitah Conjurer,Заклинатель Кита,pn_names
Knowledge Crystal,Кристалл знаний,pn_names
Kodan Chieftain,Вождь коданов,pn_names
Kol Skullsmasher,Кол Крушитель Черепов,pn_names
Krewe Leader Dobbs,Глава крю Доббс,pn_names
Kunai Ossa.,Кунай Осса.,pn_names
Labyrinthine Horror,Лабиринтный ужас,pn_names
Lady Livia?,Леди Ливия?,pn_names
Lady in White,Дама в белом,pn_names
Lair Light-foot,Лэйр Легконог,pn_names
Lapatl Chieftain,Вождь Лапатль,pn_names
Largos Assassin,Ларгос-ассасин,pn_names
Lasciate Gate,Врата Лашате,pn_world_map
Lawson Marriner,Лоусон Маринер,pn_names
Left Eye of Oouo,Левый глаз Оуо,pn_names
Legionnaire Boneflayer,Легионер Костедёр,pn_names
Legionnaire Raughol,Легионер Рогол,pn_names
Ley Line Crystal,Кристалл лей-линии,pn_names
Ley-Infused Branded Hydra,Лей-насыщенная клеймённая гидра,pn_names
Ley-Infused Nature Elemental,Лей-насыщенный элементаль природы,pn_names
Lieutenant Lin,Лейтенант Лин,pn_names
Lightbringer Osa,Светоносец Оса,pn_names
Lightbringer Palfinier,Светоносец Пальфинье,pn_names
Lionguard Lindi,Львиный Страж Линди,pn_names
Lionguard Morris,Львиный Страж Моррис,pn_names
Lionguard Thetan,Львиный Страж Тетан,pn_names
Lord Caudecus?,Лорд Каудекус?,pn_names
Lump of Aurillium,Кусок ауриллия,pn_names
Machine Rig Alpha,Машинная установка «Альфа»,pn_names
Machine Rig Beta,Машинная установка «Бета»,pn_names
Machine Rig Delta,Машинная установка «Дельта»,pn_names
Magic-Muddled Djinn,Замутнённый магией джинн,pn_names
Magis Razerclaw,Магис Бритвокоготь,pn_names
Magister Izzmek,Магистр Иззмек,pn_names
Magister Lairu:,Магистр Лайру:,pn_names
Magister Sieran,Магистр Сиэран,pn_names
Magnetite Shard,Магнетитовый осколок,pn_names
Maguuma Shaman,Шаман Магуумы,pn_names
Mai Goodness,Май Гуднесс,pn_names
Mai Trin.,Май Трин.,pn_names
Major Emund,Майор Эмунд,pn_names
Malice Swordshadow.,Малис Мечетень.,pn_names
Marden Etien,Марден Этьен,pn_names
Marik Grimeclaw,Марик Грязнокоготь,pn_names
"Marjory Delaqua, Delaqua Investigations","Марджори Делакуа, «Расследования Делакуа»",pn_names
Marjory Delaqua?,Марджори Делакуа?,pn_names
Marjory! Caithe!,Марджори! Кейт!,pn_names
Marse Scythetail,Марс Косохвост,pn_names
Marshal Trahearne,Маршал Трахёрн,pn_names
Master Alchemist Jamala,Мастер-алхимик Джамала,pn_names
Master Genius Jettz,Мастер-гений Джеттз,pn_names
Master Tahiq,Мастер Тахик,pn_names
Masterwork Rift Essence,Шедевральная эссенция разлома,pn_names
Megin Volkman,Мегин Волкман,pn_names
Mender Aine,Врачеватель Айне,pn_names
Metal Legion! Metal Legion! Metal Legion!,Метал-Легион! Метал-Легион! Метал-Легион!,pn_names
"Mia Kindleshot, Iron Imperator","Мия Огнестрел, Железный император",pn_names
Mikkel Toivosson,Миккель Тойвоссон,pn_names
MinSec File 1,Файл МинБеза 1,pn_names
MinSec File 4,Файл МинБеза 4,pn_names
MinSec File 6,Файл МинБеза 6,pn_names
Miner Mikhail,Шахтёр Михаил,pn_names
Miner Voss,Шахтёр Восс,pn_names
Ministry Headquarters.,Штаб Министерства.,pn_world_map
Mist Scrim,Туманная завеса,pn_names
Mistress Azmeera,Госпожа Азмира,pn_names
Modniir Overlord,Повелитель Модниир,pn_names
Modus: CILEFEO,Модус: CILEFEO,pn_names
Modus: DEICEPIS,Модус: DEICEPIS,pn_names
Modus: REPLAERI,Модус: REPLAERI,pn_names
Molten Dominator,Расплавленный доминатор,pn_names
Mordant Crescent Intimidator,Устрашитель Мордантского полумесяца,pn_names
Mordant Crescent?,Мордантский полумесяц?,pn_names
Mordant Graveraiser,Мордантский могилоподъёмник,pn_names
Mordrem Breacher,Мордрем-проломщик,pn_names
Mordrem Champion,Мордрем-чемпион,pn_names
Mordrem Guard Archers,Лучники Мордрем-стражи,pn_names
Mordrem Spitfire,Мордрем-огнеплюй,pn_names
Mordrem Vinetooth,Мордрем-лозозуб,pn_names
Mordrem Vinewrath,Мордрем-лозогнев,pn_names
Morphing Ooze,Меняющая форму слизь,pn_names
Move Speed 110 DO NOT LOCALIZE,Move Speed 110 DO NOT LOCALIZE,pn_names
Move Speed 120 DO NOT LOCALIZE,Move Speed 120 DO NOT LOCALIZE,pn_names
Move Speed 130 DO NOT LOCALIZE,Move Speed 130 DO NOT LOCALIZE,pn_names
"Murakai, Doomlore's Bane","Муракаи, Погибель Думлора",pn_names
NC West,NC West,pn_names
NCsoft Austin,NCsoft Austin,pn_names
NCsoft Europe,NCsoft Europe,pn_names
NTPD Mk. 5.1,NTPD Mk. 5.1,pn_names
NVIDIA Corporation,NVIDIA Corporation,pn_names
Nasus Thundershot,Назус Громострел,pn_names
Nightmare Court?,Кошмарный двор?,pn_names
Noblesse Oblige,Noblesse Oblige,pn_names
Northern Battery,Северная батарея,pn_world_map
Northern Shelf Elemental,Элементаль северного шельфа,pn_names
Nougat Centers,Нуга с начинкой,pn_names
Num Lock,Num Lock,pn_names
Officer Jian,Офицер Цзянь,pn_names
Officer Roz,Офицер Роз,pn_names
Ogham Wilds Vista,Панорама Огамских дебрей,pn_world_map
Old Heavyhorn,Старый Тяжелорог,pn_names
Old Tom,Старина Том,pn_names
Olmakhan Sand Effigy,Песчаное чучело Олмахан,pn_names
Operative Alishia,Оперативник Алишия,pn_names
Operative Comakk,Оперативник Комакк,pn_names
Operative Neel,Оперативник Нил,pn_names
Orrian Spectral Hammer,Оррианский призрачный молот,pn_names
Orrian Spectral Sword,Оррианский призрачный меч,pn_names
Orrian Terror,Оррианский ужас,pn_names
Overseer Greal,Надзиратель Грил,pn_names
Overseer Rannik,Надзиратель Ранник,pn_names
